Date,Adj Close,Close,High,Low,Open,Volume
2016-07-11,535.7825317382812,544.4000244140625,553.0,541.5499877929688,551.6500244140625,6082359
2016-07-12,552.1197509765625,561.0,562.0999755859375,549.1500244140625,550.0,6541827
2016-07-13,548.035400390625,556.8499755859375,563.7000122070312,551.0999755859375,563.7000122070312,6365885
2016-07-14,551.3817138671875,560.25,561.7000122070312,553.5999755859375,555.75,4020476
2016-07-15,556.1056518554688,565.0499877929688,570.4500122070312,556.0,556.1500244140625,6247207
2016-07-18,561.9614868164062,571.0,576.7999877929688,569.0,570.0,6641864
2016-07-19,556.4993896484375,565.4500122070312,573.8499755859375,563.8499755859375,570.7000122070312,5547223
2016-07-20,549.4133911132812,558.25,567.8499755859375,555.8499755859375,563.2999877929688,5258296
2016-07-21,529.5330810546875,538.0499877929688,557.9000244140625,535.5499877929688,557.9000244140625,9416152
2016-07-22,529.1885986328125,537.7000122070312,545.2999877929688,532.9000244140625,537.9500122070312,8134377
2016-07-25,529.5823364257812,538.0999755859375,540.0,518.5,518.5,15701682
2016-07-26,545.03369140625,553.7999877929688,559.2000122070312,535.4500122070312,539.7000122070312,11437473
2016-07-27,540.1620483398438,548.8499755859375,558.0999755859375,543.4500122070312,553.8499755859375,7787071
2016-07-28,535.2412719726562,543.8499755859375,553.3499755859375,538.0499877929688,548.0999755859375,12174235
2016-07-29,537.5048828125,546.1500244140625,551.7999877929688,542.5,542.5,4861274
2016-08-01,541.835205078125,550.5499877929688,557.7000122070312,546.25,546.25,7026398
2016-08-02,540.949462890625,549.6500244140625,555.5999755859375,547.0999755859375,552.0,5749264
2016-08-03,540.6541748046875,549.3499755859375,552.9500122070312,540.8499755859375,549.6500244140625,6489800
2016-08-04,538.8335571289062,547.5,556.0,544.6500244140625,551.9000244140625,5769753
2016-08-05,558.2708740234375,567.25,569.0,550.5499877929688,552.4000244140625,8030392
2016-08-08,562.1091918945312,571.1500244140625,572.4000244140625,565.25,568.4500122070312,7360104
2016-08-09,565.012451171875,574.0999755859375,576.0,566.7000122070312,570.5,7958291
2016-08-10,558.9105834960938,567.9000244140625,575.2999877929688,563.0,574.0499877929688,6611328
2016-08-11,560.7313232421875,569.75,574.9000244140625,564.25,564.25,5098948
2016-08-12,581.6448364257812,591.0,593.2000122070312,569.7999877929688,569.8499755859375,13209690
2016-08-16,574.0668334960938,583.2999877929688,593.9500122070312,580.0,593.9500122070312,11126973
2016-08-17,580.1686401367188,589.5,598.0,585.2000122070312,588.2000122070312,9879769
2016-08-18,583.7608032226562,593.1500244140625,597.2999877929688,590.7999877929688,591.0999755859375,12089285
2016-08-19,579.233642578125,588.5499877929688,597.5999755859375,586.0999755859375,595.4000244140625,9209878
2016-08-22,571.0650634765625,580.25,589.9500122070312,579.4000244140625,589.9000244140625,9499230
2016-08-23,573.2794799804688,582.5,585.0,580.0999755859375,581.25,6963978
2016-08-24,574.1652221679688,583.4000244140625,584.8499755859375,578.6500244140625,584.8499755859375,5835501
2016-08-25,577.2652587890625,586.5499877929688,594.0,585.0,586.7999877929688,17177795
2016-08-26,577.1177368164062,586.4000244140625,589.0,580.2999877929688,586.5,7531289
2016-08-29,579.8242797851562,589.1500244140625,597.0,586.0,586.4000244140625,12461059
2016-08-30,581.7925415039062,591.1500244140625,599.25,588.5499877929688,592.0,11834475
2016-08-31,587.4022827148438,596.8499755859375,603.8499755859375,580.7000122070312,591.5,120541914
2016-09-01,587.2055053710938,596.6500244140625,603.0,592.0,597.0499877929688,10204784
2016-09-02,589.715087890625,599.2000122070312,602.0,594.25,597.7000122070312,7279782
2016-09-06,625.834228515625,635.9000244140625,637.7999877929688,602.5,602.5,15252302
2016-09-07,615.205078125,625.0999755859375,638.2999877929688,622.5,637.75,11869960
2016-09-08,619.3877563476562,629.3499755859375,634.0,619.75,626.0,8039571
2016-09-09,603.3951416015625,613.0999755859375,624.7000122070312,611.7000122070312,615.0999755859375,9795054
2016-09-12,582.7274780273438,592.0999755859375,601.8499755859375,588.4000244140625,597.7999877929688,8471237
2016-09-14,592.2739868164062,601.7999877929688,604.6500244140625,590.4500122070312,593.0,5915220
2016-09-15,579.4306030273438,588.75,603.0,583.2999877929688,601.0499877929688,7145326
2016-09-16,592.6676025390625,602.2000122070312,612.4000244140625,592.25,592.25,19309804
2016-09-19,584.9417724609375,594.3499755859375,606.0,592.8499755859375,603.0,5311980
2016-09-20,583.5640258789062,592.9500122070312,599.0,589.1500244140625,598.7999877929688,4538973
2016-09-21,589.4197998046875,598.9000244140625,600.3499755859375,594.5,596.5,5480087
2016-09-22,582.4321899414062,591.7999877929688,612.0,590.0,610.0,10205715
2016-09-23,548.6260375976562,557.4500122070312,596.0999755859375,555.7000122070312,595.5999755859375,30222177
2016-09-26,538.7350463867188,547.4000244140625,560.0,545.2999877929688,559.0999755859375,14880674
2016-09-27,532.4363403320312,541.0,554.25,538.7000122070312,551.0,9085199
2016-09-28,540.4080810546875,549.0999755859375,550.6500244140625,540.5,543.1500244140625,10240083
2016-09-29,530.7633056640625,539.2999877929688,554.8499755859375,523.4500122070312,554.4500122070312,16581655
2016-09-30,532.7808227539062,541.3499755859375,547.1500244140625,530.5999755859375,535.0,5781645
2016-10-03,542.1796875,550.9000244140625,552.2999877929688,542.9000244140625,542.9500122070312,5276340
2016-10-04,537.94775390625,546.5999755859375,553.3499755859375,541.0,553.0,5690321
2016-10-05,527.22021484375,535.7000122070312,550.6500244140625,533.25,550.0,8222912
2016-10-06,522.3977661132812,530.7999877929688,535.0,524.0499877929688,531.7000122070312,10646794
2016-10-07,525.3995361328125,533.8499755859375,539.4000244140625,530.0,530.0,7702773
2016-10-10,523.1359252929688,531.5499877929688,538.75,530.2999877929688,538.0,3261598
2016-10-13,510.5877990722656,518.7999877929688,529.9000244140625,513.2000122070312,529.0,10008090
2016-10-14,512.408447265625,520.6500244140625,525.0,516.7999877929688,521.0,4314775
2016-10-17,510.78460693359375,519.0,533.7999877929688,517.0999755859375,524.1500244140625,7930102
2016-10-18,524.021728515625,532.4500122070312,534.0499877929688,518.4000244140625,523.9000244140625,13532992
2016-10-19,527.0726318359375,535.5499877929688,542.0,529.0999755859375,535.6500244140625,10754624
2016-10-20,531.5014038085938,540.0499877929688,544.8499755859375,536.0,537.0999755859375,6969699
2016-10-21,517.772216796875,526.0999755859375,539.2000122070312,524.2000122070312,538.7000122070312,6526349
2016-10-24,513.2942504882812,521.5499877929688,530.0,517.5499877929688,529.4500122070312,10660533
2016-10-25,520.7247314453125,529.0999755859375,531.5,520.0999755859375,520.9000244140625,7356952
2016-10-26,479.8324279785156,487.54998779296875,502.0,484.5,499.0,38780250
2016-10-27,477.9625244140625,485.6499938964844,489.6000061035156,477.29998779296875,485.0,17198496
2016-10-28,479.19268798828125,486.8999938964844,494.0,484.54998779296875,486.8999938964844,12688495
2016-11-01,468.2684020996094,475.79998779296875,488.04998779296875,474.45001220703125,488.04998779296875,10425548
2016-11-02,469.2526550292969,476.79998779296875,480.5,468.1000061035156,469.79998779296875,9885845
2016-11-03,468.31768798828125,475.8500061035156,479.79998779296875,473.6499938964844,475.5,6631504
2016-11-04,471.12255859375,478.70001220703125,485.70001220703125,474.20001220703125,474.3999938964844,10868004
2016-11-07,477.71649169921875,485.3999938964844,489.45001220703125,482.04998779296875,484.75,6990315
2016-11-08,483.0802307128906,490.8500061035156,492.45001220703125,483.25,487.04998779296875,7460548
2016-11-09,479.8324279785156,487.54998779296875,493.95001220703125,458.95001220703125,459.0,12824970
2016-11-10,498.9254150390625,506.95001220703125,513.5999755859375,494.0,494.0,11433458
2016-11-11,490.8551940917969,498.75,512.7000122070312,495.0,505.0,7085764
2016-11-15,471.7130126953125,479.29998779296875,503.0,476.75,498.0,11822835
2016-11-16,465.217529296875,472.70001220703125,487.3500061035156,470.1000061035156,486.8500061035156,10704594
2016-11-17,466.5953674316406,474.1000061035156,484.3999938964844,471.3500061035156,474.3500061035156,10250008
2016-11-18,465.95562744140625,473.45001220703125,478.8999938964844,472.0,478.0,4572569
2016-11-21,458.3283386230469,465.70001220703125,476.5,463.04998779296875,475.8999938964844,6217176
2016-11-22,463.2983703613281,470.75,475.5,458.04998779296875,468.04998779296875,7313923
2016-11-23,472.8940124511719,480.5,482.54998779296875,469.1499938964844,475.0,6477616
2016-11-24,460.78875732421875,468.20001220703125,479.70001220703125,466.04998779296875,479.70001220703125,8199524
2016-11-25,463.74127197265625,471.20001220703125,473.0,465.29998779296875,472.25,4674455
2016-11-28,465.414306640625,472.8999938964844,477.6000061035156,461.1499938964844,464.0,8268812
2016-11-29,457.294921875,464.6499938964844,475.6000061035156,463.0,473.0,7612624
2016-11-30,462.41259765625,469.8500061035156,471.0,462.04998779296875,465.0,13575386
2016-12-01,458.6727600097656,466.04998779296875,474.45001220703125,464.29998779296875,474.0,7451748
2016-12-02,452.6693420410156,459.95001220703125,466.8999938964844,458.0,466.8999938964844,6381901
2016-12-05,453.4566650390625,460.75,464.70001220703125,455.79998779296875,457.70001220703125,4995436
2016-12-06,448.73260498046875,455.95001220703125,463.20001220703125,454.3500061035156,461.79998779296875,5465618
2016-12-07,440.02276611328125,447.1000061035156,457.8500061035156,441.25,457.8500061035156,7558363
2016-12-08,442.23712158203125,449.3500061035156,452.8500061035156,447.3999938964844,449.8999938964844,7629221
2016-12-09,449.1755065917969,456.3999938964844,458.0,445.54998779296875,451.70001220703125,7780448
2016-12-12,438.05438232421875,445.1000061035156,452.0,444.1000061035156,445.0,6849079
2016-12-13,445.7801818847656,452.95001220703125,454.45001220703125,442.29998779296875,445.79998779296875,8404874
2016-12-14,459.8045959472656,467.20001220703125,469.79998779296875,454.0,454.6499938964844,12775149
2016-12-15,470.5320129394531,478.1000061035156,479.3999938964844,459.1000061035156,459.1000061035156,18021627
2016-12-16,465.3158874511719,472.79998779296875,480.70001220703125,468.70001220703125,479.5,20477361
2016-12-19,460.1982421875,467.6000061035156,472.75,466.45001220703125,469.5,3735250
2016-12-20,454.3424377441406,461.6499938964844,469.70001220703125,460.45001220703125,469.0,4836019
2016-12-21,450.45501708984375,457.70001220703125,465.79998779296875,455.1000061035156,463.54998779296875,4454408
2016-12-22,440.4656066894531,447.54998779296875,455.79998779296875,445.04998779296875,455.79998779296875,6540181
2016-12-23,431.16522216796875,438.1000061035156,449.3500061035156,436.0,448.0,9018273
2016-12-26,425.1617736816406,432.0,435.8500061035156,427.0,435.1000061035156,4494204
2016-12-27,430.7223205566406,437.6499938964844,438.8999938964844,431.1000061035156,431.1000061035156,4694669
2016-12-28,433.0843200683594,440.04998779296875,448.25,438.0,439.70001220703125,5072550
2016-12-29,437.2178039550781,444.25,445.8999938964844,437.70001220703125,442.0,6082573
2016-12-30,442.8276062011719,449.95001220703125,452.20001220703125,445.04998779296875,445.5,4616817
2017-01-02,440.6624450683594,447.75,452.0,441.25,451.3999938964844,3054394
2017-01-03,448.04376220703125,455.25,457.79998779296875,443.5,449.6000061035156,4621782
2017-01-04,445.92779541015625,453.1000061035156,460.0,451.95001220703125,455.0,3703873
2017-01-05,450.7994079589844,458.04998779296875,463.8999938964844,453.25,454.6000061035156,5829373
2017-01-06,447.9945068359375,455.20001220703125,461.79998779296875,454.04998779296875,459.70001220703125,4431212
2017-01-09,445.5832824707031,452.75,459.3500061035156,451.54998779296875,456.8999938964844,2690456
2017-01-10,440.268798828125,447.3500061035156,456.04998779296875,424.3999938964844,455.5,9436151
2017-01-11,446.41986083984375,453.6000061035156,457.54998779296875,448.20001220703125,451.8500061035156,5678047
2017-01-12,447.9945068359375,455.20001220703125,461.3999938964844,452.6000061035156,454.20001220703125,5106342
2017-01-13,465.3158874511719,472.79998779296875,475.20001220703125,455.20001220703125,457.0,12693510
2017-01-16,469.69549560546875,477.25,480.5,468.29998779296875,472.5,7430300
2017-01-17,479.48797607421875,487.20001220703125,488.20001220703125,476.95001220703125,477.29998779296875,11331156
2017-01-18,480.7674255371094,488.5,491.70001220703125,483.25,487.1499938964844,8789347
2017-01-19,476.1418151855469,483.79998779296875,487.8999938964844,479.29998779296875,486.70001220703125,7688347
2017-01-20,443.6149597167969,450.75,461.3999938964844,448.0,458.0,30189779
2017-01-23,437.9559631347656,445.0,448.95001220703125,441.1000061035156,445.25,16502895
2017-01-24,444.1070556640625,451.25,452.54998779296875,445.29998779296875,447.79998779296875,7103963
2017-01-25,456.21234130859375,463.54998779296875,465.1000061035156,452.0,452.0,14328065
2017-01-27,465.3651428222656,472.8500061035156,478.8500061035156,465.25,465.25,8821164
2017-01-30,464.4301452636719,471.8999938964844,476.6000061035156,470.8500061035156,472.0,4525720
2017-01-31,458.62353515625,466.0,472.0,464.29998779296875,472.0,10629001
2017-02-01,468.1208190917969,475.6499938964844,479.8999938964844,460.0,467.75,8340303
2017-02-02,474.9115905761719,482.54998779296875,486.0,473.3500061035156,476.25,7557596
2017-02-03,482.9326171875,490.70001220703125,492.5,480.1499938964844,483.70001220703125,7134563
